Jurisdiction of Occurrence,Week ,All Cause
Virginia,54,"1,362"
Virginia,55,"1,567"
Virginia,56,"1,426"
Virginia,57,"1,485"
Virginia,58,"1,485"
Virginia,59,"1,471"
Virginia,60,"1,450"
Virginia,61,"1,365"
Virginia,62,"1,378"
Virginia,63,"1,349"
Virginia,64,"1,251"
Virginia,65,867
Washington,-11,"1,183"
Washington,-10,"1,246"
Washington,-9,"1,221"
Washington,-8,"1,192"
Washington,-7,"1,200"
Washington,-6,"1,180"
Washington,-5,"1,179"
Washington,-4,"1,115"
Washington,-3,"1,135"
Washington,-2,"1,208"
Washington,-1,"1,165"
Washington,0,"1,224"
Washington,1,"1,294"
Washington,2,"1,305"
Washington,3,"1,304"
Washington,4,"1,251"
Washington,5,"1,231"
Washington,6,"1,157"
Washington,7,"1,211"
Washington,8,"1,138"
Washington,9,"1,114"
Washington,10,"1,058"
Washington,11,"1,054"
Washington,12,"1,101"
Washington,13,"1,133"
Washington,14,"1,084"
Washington,15,"1,126"
Washington,16,"1,162"
Washington,17,"1,180"
Washington,18,"1,180"
Washington,19,"1,229"
Washington,20,"1,234"
Washington,21,"1,174"
Washington,22,"1,199"
Washington,23,"1,118"
Washington,24,"1,240"
Washington,25,"1,146"
Washington,26,"1,178"
Washington,27,"1,168"
Washington,28,"1,143"
Washington,29,"1,162"
Washington,30,"1,149"
Washington,31,"1,195"
Washington,32,"1,194"
Washington,33,"1,274"
Washington,34,"1,313"
Washington,35,"1,325"
Washington,36,"1,246"
Washington,37,"1,354"
Washington,38,"1,412"
Washington,39,"1,381"
Washington,40,"1,392"
Washington,41,"1,348"
Washington,42,"1,426"
Washington,43,"1,390"
Washington,44,"1,306"
Washington,45,"1,327"
Washington,46,"1,341"
Washington,47,"1,234"
Washington,48,"1,251"
Washington,49,"1,228"
Washington,50,"1,237"
Washington,51,"1,188"
Washington,52,"1,160"
Washington,53,"1,208"
Washington,54,"1,173"
Washington,55,"1,206"
Washington,56,"1,187"
Washington,57,"1,202"
Washington,58,"1,215"
Washington,59,"1,197"
Washington,60,"1,169"
Washington,61,"1,132"
Washington,62,"1,167"
Washington,63,"1,164"
Washington,64,854
Washington,65,267
West Virginia,-11,474
West Virginia,-10,494
West Virginia,-9,520
West Virginia,-8,442
West Virginia,-7,482
West Virginia,-6,482
West Virginia,-5,478
West Virginia,-4,467
West Virginia,-3,460
West Virginia,-2,483
West Virginia,-1,475
West Virginia,0,470
West Virginia,1,491
West Virginia,2,467
West Virginia,3,523
West Virginia,4,419
West Virginia,5,460
West Virginia,6,482
West Virginia,7,449
West Virginia,8,477
West Virginia,9,440
West Virginia,10,412
West Virginia,11,409
West Virginia,12,458
West Virginia,13,419
West Virginia,14,464
West Virginia,15,425
West Virginia,16,436
West Virginia,17,426
West Virginia,18,501
West Virginia,19,474
West Virginia,20,494
West Virginia,21,462
West Virginia,22,497
West Virginia,23,442
West Virginia,24,460
West Virginia,25,468
West Virginia,26,484
West Virginia,27,495
West Virginia,28,424
West Virginia,29,500
West Virginia,30,455
West Virginia,31,471
West Virginia,32,485
West Virginia,33,531
West Virginia,34,554
West Virginia,35,524
West Virginia,36,569
West Virginia,37,636
West Virginia,38,647
West Virginia,39,695
West Virginia,40,669
West Virginia,41,722
West Virginia,42,687
West Virginia,43,639
West Virginia,44,596
West Virginia,45,602
West Virginia,46,564
West Virginia,47,545
West Virginia,48,485
West Virginia,49,469
West Virginia,50,462
West Virginia,51,448
West Virginia,52,449
West Virginia,53,423
West Virginia,54,283
West Virginia,55,69
West Virginia,56,45
West Virginia,57,30
West Virginia,58,40
West Virginia,59,41
West Virginia,60,32
West Virginia,61,23
West Virginia,62,20
West Virginia,63,17
West Virginia,64,
West Virginia,65,
Wisconsin,-11,"1,118"
Wisconsin,-10,"1,060"
Wisconsin,-9,"1,133"
Wisconsin,-8,"1,086"
Wisconsin,-7,"1,176"
Wisconsin,-6,"1,056"
Wisconsin,-5,"1,125"
Wisconsin,-4,"1,162"
Wisconsin,-3,"1,136"
Wisconsin,-2,"1,116"
Wisconsin,-1,"1,105"
Wisconsin,0,"1,115"
Wisconsin,1,"1,146"
Wisconsin,2,"1,221"
Wisconsin,3,"1,171"
Wisconsin,4,"1,152"
Wisconsin,5,"1,026"
Wisconsin,6,"1,162"
Wisconsin,7,"1,080"
Wisconsin,8,"1,022"
Wisconsin,9,"1,078"
Wisconsin,10,"1,139"
Wisconsin,11,"1,043"
Wisconsin,12,"1,026"
Wisconsin,13,"1,085"
Wisconsin,14,"1,034"
Wisconsin,15,"1,066"
Wisconsin,16,"1,049"
Wisconsin,17,"1,039"
Wisconsin,18,"1,101"
Wisconsin,19,"1,057"
Wisconsin,20,"1,099"
Wisconsin,21,"1,126"
Wisconsin,22,"1,061"
Wisconsin,23,"1,082"
Wisconsin,24,"1,039"
Wisconsin,25,"1,066"
Wisconsin,26,"1,140"
Wisconsin,27,"1,102"
Wisconsin,28,"1,157"
Wisconsin,29,"1,163"
Wisconsin,30,"1,244"
Wisconsin,31,"1,387"
Wisconsin,32,"1,454"
Wisconsin,33,"1,601"
Wisconsin,34,"1,716"
Wisconsin,35,"1,657"
Wisconsin,36,"1,636"
Wisconsin,37,"1,652"
Wisconsin,38,"1,569"
Wisconsin,39,"1,500"
Wisconsin,40,"1,404"
Wisconsin,41,"1,403"
Wisconsin,42,"1,378"
Wisconsin,43,"1,257"
Wisconsin,44,"1,276"
Wisconsin,45,"1,190"
Wisconsin,46,"1,156"
Wisconsin,47,"1,144"
Wisconsin,48,"1,125"
Wisconsin,49,"1,104"
Wisconsin,50,"1,074"
Wisconsin,51,"1,054"
Wisconsin,52,994
Wisconsin,53,"1,025"
Wisconsin,54,978
Wisconsin,55,"1,058"
Wisconsin,56,984
Wisconsin,57,"1,069"
Wisconsin,58,"1,018"
Wisconsin,59,"1,015"
Wisconsin,60,988
Wisconsin,61,"1,009"
Wisconsin,62,998
Wisconsin,63,"1,018"
Wisconsin,64,976
Wisconsin,65,771
Wyoming,-11,144
Wyoming,-10,81
Wyoming,-9,103
Wyoming,-8,96
Wyoming,-7,94
Wyoming,-6,97
Wyoming,-5,75
Wyoming,-4,101
Wyoming,-3,100
Wyoming,-2,80
Wyoming,-1,85
Wyoming,0,117
Wyoming,1,88
Wyoming,2,123
Wyoming,3,102
Wyoming,4,89
Wyoming,5,98
Wyoming,6,68
Wyoming,7,83
Wyoming,8,101
Wyoming,9,96
Wyoming,10,84
Wyoming,11,105
Wyoming,12,96
Wyoming,13,93
Wyoming,14,89
Wyoming,15,102
Wyoming,16,104
Wyoming,17,101
Wyoming,18,95
Wyoming,19,90
Wyoming,20,106
Wyoming,21,113
Wyoming,22,100
Wyoming,23,89
Wyoming,24,107
Wyoming,25,121
Wyoming,26,94
Wyoming,27,112
Wyoming,28,119
Wyoming,29,102
Wyoming,30,107
Wyoming,31,131
Wyoming,32,114
Wyoming,33,136
Wyoming,34,132
Wyoming,35,135
Wyoming,36,138
Wyoming,37,123
Wyoming,38,143
Wyoming,39,165
Wyoming,40,130
Wyoming,41,129
Wyoming,42,127
Wyoming,43,110
Wyoming,44,111
Wyoming,45,118
Wyoming,46,112
Wyoming,47,102
Wyoming,48,110
Wyoming,49,102
Wyoming,50,86
Wyoming,51,104
Wyoming,52,84
Wyoming,53,109
Wyoming,54,86
Wyoming,55,91
Wyoming,56,76
Wyoming,57,97
Wyoming,58,88
Wyoming,59,90
Wyoming,60,88
Wyoming,61,93
Wyoming,62,95
Wyoming,63,95
Wyoming,64,90
Wyoming,65,55
Puerto Rico,-11,555
Puerto Rico,-10,594
Puerto Rico,-9,663
Puerto Rico,-8,630
Puerto Rico,-7,586
Puerto Rico,-6,606
Puerto Rico,-5,621
Puerto Rico,-4,613
Puerto Rico,-3,624
Puerto Rico,-2,619
Puerto Rico,-1,607
Puerto Rico,0,625
Puerto Rico,1,646
Puerto Rico,2,584
Puerto Rico,3,599
Puerto Rico,4,565
Puerto Rico,5,547
Puerto Rico,6,548
Puerto Rico,7,570
Puerto Rico,8,547
Puerto Rico,9,563
Puerto Rico,10,570
Puerto Rico,11,588
Puerto Rico,12,571
Puerto Rico,13,591
Puerto Rico,14,542
Puerto Rico,15,556
Puerto Rico,16,601
Puerto Rico,17,599
Puerto Rico,18,610
Puerto Rico,19,654
Puerto Rico,20,658
Puerto Rico,21,668
Puerto Rico,22,694
Puerto Rico,23,607
Puerto Rico,24,641
Puerto Rico,25,633
Puerto Rico,26,625
Puerto Rico,27,628
Puerto Rico,28,595
Puerto Rico,29,649
Puerto Rico,30,613
Puerto Rico,31,600
Puerto Rico,32,621
Puerto Rico,33,628
Puerto Rico,34,630
Puerto Rico,35,689
Puerto Rico,36,693
Puerto Rico,37,687
Puerto Rico,38,687
Puerto Rico,39,721
Puerto Rico,40,689
Puerto Rico,41,698
Puerto Rico,42,704
Puerto Rico,43,645
Puerto Rico,44,639
Puerto Rico,45,674
Puerto Rico,46,616
Puerto Rico,47,636
Puerto Rico,48,610
Puerto Rico,49,580
Puerto Rico,50,593
Puerto Rico,51,559
Puerto Rico,52,574
Puerto Rico,53,583
Puerto Rico,54,537
Puerto Rico,55,502
Puerto Rico,56,518
Puerto Rico,57,494
Puerto Rico,58,441
Puerto Rico,59,421
Puerto Rico,60,371
Puerto Rico,61,368
Puerto Rico,62,320
Puerto Rico,63,268
Puerto Rico,64,175
Puerto Rico,65,110
